bet_id,recommended_at,date,gamePk,matchup,first_pitch,market,side,line,book,price,fair_prob,fair_american,edge_pred,confidence,units_risked,status,units_pl,final_runs_h,final_runs_a,f5_runs,first_inn_runs,settled_at,player_id,player_name,actual_result,closing_price,closing_fair_prob,clv_pct,beat_close,notes
141,2026-06-02T18:29:24.886946Z,2026-06-02,823700,Chicago White Sox @ Minnesota Twins,2026-06-02T23:40:00Z,moneyline,away,,fanduel,-120,0.5745,-135,0.0533,8,1.5,lost,-1.5000,6,4,9,0,2026-06-03T17:24:42.431809Z,,,,,,,,
142,2026-06-02T19:11:11.294754Z,2026-06-02,824511,Kansas City Royals @ Cincinnati Reds,2026-06-02T23:10:00Z,moneyline,home,,betmgm,-120,0.5623,-128,0.0309,7,0.5,won,0.4167,4,3,4,0,2026-06-03T17:24:42.431809Z,,,,,,,,
143,2026-06-03T00:22:26.927484Z,2026-06-02,822971,Detroit Tigers @ Tampa Bay Rays,2026-06-02T22:40:00Z,total,under,9.5,betmgm,118,0.4843,106,0.0558,6,0.5,won,0.5900,0,8,5,2,2026-06-03T17:24:42.431809Z,,,,,,,,
144,2026-06-03T00:22:26.927484Z,2026-06-02,823052,Texas Rangers @ St. Louis Cardinals,2026-06-02T23:45:00Z,total,over,6.5,draftkings,101,0.5209,-109,0.0470,6,0.5,won,0.5050,4,7,4,0,2026-06-03T17:24:42.431809Z,,,,,,,,
145,2026-06-03T00:22:26.927484Z,2026-06-02,823541,Cleveland Guardians @ New York Yankees,2026-06-02T23:05:00Z,total,under,9.5,draftkings,-104,0.5311,-113,0.0418,6,0.5,lost,-0.5000,4,9,9,0,2026-06-03T17:24:42.431809Z,,,,,,,,
146,2026-06-03T00:22:26.927484Z,2026-06-02,824754,Baltimore Orioles @ Boston Red Sox,2026-06-02T22:45:00Z,total,over,9.5,betmgm,110,0.4927,103,0.0347,6,0.5,lost,-0.5000,2,4,6,1,2026-06-03T17:24:42.431809Z,,,,,,,,
147,2026-06-03T17:47:24.049272Z,2026-06-03,823130,New York Mets @ Seattle Mariners,2026-06-03T19:40:00Z,pitcher_strikeouts,under,5.5,betmgm,100,0.5298,-113,0.0596,7,1.0,won,1.0000,1,7,7,2,2026-06-04T17:04:03.999215Z,669923,George Kirby,5,,,,, actual 5
148,2026-06-03T17:47:24.049272Z,2026-06-03,824188,Pittsburgh Pirates @ Houston Astros,2026-06-04T00:10:00Z,pitcher_strikeouts,under,7.5,betmgm,-140,0.6499,-186,0.1142,9,1.5,won,1.0714,11,9,7,0,2026-06-04T17:04:03.999215Z,694973,Paul Skenes,7,,,,, actual 7
149,2026-06-03T17:47:24.049272Z,2026-06-03,824671,Athletics @ Chicago Cubs,2026-06-04T00:05:00Z,pitcher_strikeouts,under,4.5,betmgm,-110,0.5519,-123,0.0536,7,1.0,won,0.9091,4,5,6,1,2026-06-04T17:04:03.999215Z,607067,Colin Rea,3,,,,, actual 3
150,2026-06-03T17:47:24.049272Z,2026-06-03,824755,Baltimore Orioles @ Boston Red Sox,2026-06-03T22:45:00Z,pitcher_strikeouts,under,6.5,betmgm,-125,0.6294,-170,0.1329,9,1.5,won,1.2000,8,1,8,1,2026-06-04T17:04:03.999215Z,801139,Payton Tolle,5,,,,, actual 5
151,2026-06-03T17:47:24.049272Z,2026-06-03,824917,Toronto Blue Jays @ Atlanta Braves,2026-06-03T23:15:00Z,pitcher_strikeouts,under,3.5,draftkings,117,0.4930,103,0.0698,7,1.0,won,1.1700,7,3,6,1,2026-06-04T17:04:03.999215Z,571578,Patrick Corbin,1,,,,, actual 1
152,2026-06-03T18:38:03.020763Z,2026-06-03,822727,Miami Marlins @ Washington Nationals,2026-06-03T17:05:00Z,moneyline,away,,betmgm,110,0.4933,103,0.0359,6,0.5,won,0.5500,1,4,2,0,2026-06-04T17:04:03.999215Z,,,,,,,,
153,2026-06-03T18:38:03.020763Z,2026-06-03,824509,Kansas City Royals @ Cincinnati Reds,2026-06-03T23:10:00Z,pitcher_strikeouts,under,4.5,draftkings,-145,0.6446,-181,0.0891,8,1.5,lost,-1.5000,2,5,4,2,2026-06-04T17:04:03.999215Z,663568,Stephen Kolek,8,,,,, actual 8
154,2026-06-04T17:05:45.846394Z,2026-06-04,823542,Cleveland Guardians @ New York Yankees,2026-06-04T17:35:00Z,pitcher_strikeouts,under,4.5,betmgm,-150,0.6718,-205,0.1197,9,1.5,won,1.0000,2,1,2,0,2026-06-05T16:59:33.297594Z,677944,Slade Cecconi,4,,,,, actual 4
155,2026-06-04T17:05:45.846394Z,2026-06-04,823542,Cleveland Guardians @ New York Yankees,2026-06-04T17:35:00Z,total,over,9.0,betmgm,-102,0.5181,-108,0.0260,6,0.5,lost,-0.5000,2,1,2,0,2026-06-05T16:59:33.297594Z,,,,,,,,
156,2026-06-04T17:05:45.846394Z,2026-06-04,825076,Los Angeles Dodgers @ Arizona Diamondbacks,2026-06-05T01:40:00Z,pitcher_strikeouts,over,3.5,draftkings,-125,0.6174,-161,0.1113,8,1.5,won,1.2000,3,2,2,0,2026-06-05T16:59:33.297594Z,680736,Justin Wrobleski,4,,,,, actual 4
157,2026-06-05T17:03:56.993897Z,2026-06-05,823049,Cincinnati Reds @ St. Louis Cardinals,2026-06-06T00:15:00Z,pitcher_strikeouts,over,3.5,betmgm,-150,0.6547,-190,0.0911,7,1.0,won,0.6667,10,3,7,5,2026-06-06T14:41:41.790872Z,663903,Brady Singer,6,,,,, actual 6
158,2026-06-05T17:03:56.993897Z,2026-06-05,823943,Los Angeles Angels @ Los Angeles Dodgers,2026-06-06T02:10:00Z,pitcher_strikeouts,over,5.5,betmgm,-130,0.6230,-165,0.1021,8,1.5,won,1.1538,1,0,0,0,2026-06-06T14:41:41.790872Z,808963,Roki Sasaki,10,,,,, actual 10
159,2026-06-07T15:45:51.681863Z,2026-06-07,823696,Kansas City Royals @ Minnesota Twins,2026-06-07T18:10:00Z,total,over,8.5,draftkings,-114,0.5475,-121,0.0278,6,0.5,won,0.4386,5,6,6,0,2026-06-08T15:05:59.079431Z,,,,,,,,
160,2026-06-07T15:45:51.681863Z,2026-06-07,824183,Athletics @ Houston Astros,2026-06-07T18:10:00Z,pitcher_strikeouts,under,5.5,betmgm,-135,0.6253,-167,0.0884,8,1.5,won,1.1111,0,5,5,0,2026-06-08T15:05:59.079431Z,681347,Mike Burrows,3,,,,, actual 3
161,2026-06-07T15:45:51.681863Z,2026-06-07,824349,Milwaukee Brewers @ Colorado Rockies,2026-06-07T19:10:00Z,pitcher_strikeouts,under,3.5,draftkings,-104,0.5561,-125,0.0907,8,1.5,won,1.4423,4,12,4,2,2026-06-08T15:05:59.079431Z,607536,Kyle Freeland,2,,,,, actual 2
162,2026-06-08T15:08:23.594429Z,2026-06-08,822806,Philadelphia Phillies @ Toronto Blue Jays,2026-06-08T23:07:00Z,moneyline,away,,betmgm,-170,0.6437,-181,0.0223,6,0.5,won,0.2941,2,5,7,0,2026-06-09T15:06:22.501372Z,,,,,,,,
163,2026-06-08T15:08:23.594429Z,2026-06-08,824025,Houston Astros @ Los Angeles Angels,2026-06-09T01:38:00Z,pitcher_strikeouts,under,5.5,betmgm,-135,0.6235,-166,0.0853,8,1.5,lost,-1.5000,4,5,4,0,2026-06-09T15:06:22.501372Z,681293,Spencer Arrighetti,7,,,,, actual 7
164,2026-06-08T15:08:23.594429Z,2026-06-08,824998,Milwaukee Brewers @ Athletics,2026-06-09T02:05:00Z,pitcher_strikeouts,under,4.5,betmgm,-140,0.6335,-173,0.0859,8,1.5,won,1.0714,14,15,13,2,2026-06-09T15:06:22.501372Z,605488,Jeffrey Springs,3,,,,, actual 3
165,2026-06-09T15:10:12.030164Z,2026-06-09,823214,Washington Nationals @ San Francisco Giants,2026-06-10T01:45:00Z,pitcher_strikeouts,over,3.5,betmgm,-105,0.5788,-137,0.1300,9,1.5,won,1.4286,3,6,5,2,2026-06-10T15:06:42.820678Z,605288,Adrian Houser,6,,,,, actual 6
166,2026-06-09T15:10:12.030164Z,2026-06-09,823214,Washington Nationals @ San Francisco Giants,2026-06-10T01:45:00Z,pitcher_strikeouts,over,4.5,betmgm,120,0.5115,-105,0.1254,9,1.5,lost,-1.5000,3,6,5,2,2026-06-10T15:06:42.820678Z,674841,Andrew Alvarez,4,,,,, actual 4
167,2026-06-10T15:10:30.037960Z,2026-06-10,824428,New York Yankees @ Cleveland Guardians,2026-06-10T17:10:00Z,pitcher_strikeouts,under,5.5,draftkings,-116,0.5971,-148,0.1119,9,1.5,won,1.2931,4,8,6,1,2026-06-11T15:05:54.171208Z,800048,Parker Messick,4,,,,, actual 4
168,2026-06-10T15:10:30.037960Z,2026-06-10,824590,Atlanta Braves @ Chicago White Sox,2026-06-10T23:40:00Z,pitcher_strikeouts,under,7.5,draftkings,-117,0.6130,-158,0.1369,8,1.5,won,1.2821,2,1,2,0,2026-06-11T15:05:54.171208Z,519242,Chris Sale,6,,,,, actual 6
169,2026-06-11T15:06:22.687688Z,2026-06-11,824101,Texas Rangers @ Kansas City Royals,2026-06-11T18:10:00Z,pitcher_strikeouts,under,4.5,draftkings,-113,0.5731,-134,0.0802,8,1.5,won,1.3274,2,4,5,1,2026-06-12T15:04:59.819229Z,608379,Michael Wacha,2,,,,, actual 2
170,2026-06-11T15:06:22.687688Z,2026-06-11,824346,Chicago Cubs @ Colorado Rockies,2026-06-11T19:10:00Z,pitcher_strikeouts,under,4.5,betmgm,-105,0.5568,-126,0.0872,7,1.0,lost,-1.0000,3,9,8,0,2026-06-12T15:04:59.819229Z,665795,Edward Cabrera,5,,,,, actual 5
171,2026-06-12T15:11:13.411422Z,2026-06-12,822803,New York Yankees @ Toronto Blue Jays,2026-06-12T23:37:00Z,pitcher_strikeouts,under,5.5,betmgm,-135,0.6352,-174,0.1057,8,1.5,won,1.1111,8,5,10,3,2026-06-13T15:04:26.172697Z,677960,Ryan Weathers,2,,,,, actual 2
172,2026-06-12T15:11:13.411422Z,2026-06-12,823778,Philadelphia Phillies @ Milwaukee Brewers,2026-06-12T23:40:00Z,pitcher_strikeouts,under,8.5,betmgm,-115,0.6085,-155,0.1375,9,1.5,lost,-1.5000,6,0,5,1,2026-06-13T15:04:26.172697Z,694819,Jacob Misiorowski,15,,,,, actual 15
173,2026-06-13T15:07:58.323363Z,2026-06-13,823369,Miami Marlins @ Pittsburgh Pirates,2026-06-13T20:05:00Z,pitcher_strikeouts,over,4.5,draftkings,-109,0.5882,-143,0.1278,9,1.5,won,1.3761,3,2,3,1,2026-06-14T16:06:19.995873Z,696149,Bubba Chandler,6,,,,, actual 6
174,2026-06-13T15:07:58.323363Z,2026-06-13,823694,St. Louis Cardinals @ Minnesota Twins,2026-06-13T18:10:00Z,pitcher_strikeouts,over,4.5,betmgm,-125,0.6311,-171,0.1360,9,1.5,lost,-1.5000,6,9,8,2,2026-06-14T16:06:19.995873Z,687570,Connor Prielipp,2,,,,, actual 2
175,2026-06-14T16:11:38.431700Z,2026-06-14,824099,Houston Astros @ Kansas City Royals,2026-06-14T18:10:00Z,pitcher_strikeouts,under,4.5,betmgm,110,0.5298,-113,0.1126,9,1.5,lost,-1.5000,4,0,4,1,2026-06-15T15:05:41.816939Z,681293,Spencer Arrighetti,7,,,,, actual 7
176,2026-06-14T16:11:38.431700Z,2026-06-14,824994,Colorado Rockies @ Athletics,2026-06-14T19:05:00Z,pitcher_strikeouts,under,4.5,draftkings,104,0.5489,-122,0.1198,9,1.5,lost,-1.5000,9,23,22,6,2026-06-15T15:05:41.816939Z,605488,Jeffrey Springs,5,,,,, actual 5
177,2026-06-15T15:09:29.225773Z,2026-06-15,823046,San Diego Padres @ St. Louis Cardinals,2026-06-15T23:45:00Z,pitcher_strikeouts,over,4.5,betmgm,-155,0.6462,-183,0.0630,6,0.5,won,0.3226,3,0,3,0,2026-06-16T15:10:23.345949Z,669160,Dustin May,9,,,,, actual 9
178,2026-06-15T15:09:29.225773Z,2026-06-15,823452,Miami Marlins @ Philadelphia Phillies,2026-06-15T22:40:00Z,pitcher_strikeouts,under,6.5,betmgm,-140,0.6155,-160,0.0552,7,1.0,lost,-1.0000,7,0,5,0,2026-06-16T15:10:23.345949Z,554430,Zack Wheeler,9,,,,, actual 9
179,2026-06-15T15:09:29.225773Z,2026-06-15,825071,Los Angeles Angels @ Arizona Diamondbacks,2026-06-16T01:40:00Z,moneyline,away,,betmgm,110,0.4916,103,0.0324,8,0.5,lost,-0.5000,4,3,4,2,2026-06-16T15:10:23.345949Z,,,,,,,,
180,2026-06-16T15:17:14.558802Z,2026-06-16,823045,San Diego Padres @ St. Louis Cardinals,2026-06-16T23:45:00Z,pitcher_strikeouts,over,3.5,betmgm,-140,0.6385,-177,0.0946,8,1.5,won,1.0714,3,2,4,0,2026-06-17T15:05:01.622526Z,669467,Andre Pallante,6,,,,, actual 6
181,2026-06-16T15:17:14.558802Z,2026-06-16,824912,San Francisco Giants @ Atlanta Braves,2026-06-16T23:15:00Z,pitcher_strikeouts,over,3.5,draftkings,108,0.5388,-117,0.1207,9,1.5,lost,-1.5000,2,7,7,3,2026-06-18T15:04:31.718324Z,605288,Adrian Houser,2,,,,, actual 2
182,2026-06-17T15:08:58.194178Z,2026-06-17,822721,Kansas City Royals @ Washington Nationals,2026-06-17T17:05:00Z,total,over,10.5,betmgm,-105,0.5271,-111,0.0291,6,0.5,lost,-0.5000,2,6,4,1,2026-06-18T15:04:31.718324Z,,,,,,,,
183,2026-06-17T15:08:58.194178Z,2026-06-17,823774,Cleveland Guardians @ Milwaukee Brewers,2026-06-17T23:40:00Z,pitcher_strikeouts,under,4.5,draftkings,104,0.5580,-126,0.1383,9,1.5,lost,-1.5000,9,4,11,3,2026-06-18T15:04:31.718324Z,687075,Brandon Sproat,6,,,,, actual 6
184,2026-06-17T15:08:58.194178Z,2026-06-17,823940,Tampa Bay Rays @ Los Angeles Dodgers,2026-06-17T19:10:00Z,pitcher_strikeouts,under,6.5,draftkings,-133,0.6468,-183,0.1330,8,1.5,won,1.1278,5,4,7,0,2026-06-18T15:04:31.718324Z,660271,Shohei Ohtani,5,,,,, actual 5
185,2026-06-17T15:08:58.194178Z,2026-06-17,824503,New York Mets @ Cincinnati Reds,2026-06-17T16:40:00Z,total,over,9.0,betmgm,-102,0.5199,-108,0.0295,6,0.5,won,0.4902,1,9,8,0,2026-06-18T15:04:31.718324Z,,,,,,,,
186,2026-06-18T15:09:12.509257Z,2026-06-18,823533,Chicago White Sox @ New York Yankees,2026-06-18T23:05:00Z,pitcher_strikeouts,over,5.5,draftkings,119,0.5025,-101,0.1004,9,1.5,won,1.7850,1,5,2,0,2026-06-19T15:03:31.817461Z,680732,Sean Burke,8,,,,, actual 8
187,2026-06-18T15:09:12.509257Z,2026-06-18,824098,St. Louis Cardinals @ Kansas City Royals,2026-06-18T23:40:00Z,pitcher_strikeouts,over,4.5,draftkings,109,0.5249,-110,0.0970,8,1.5,won,1.6350,14,6,15,3,2026-06-19T15:03:31.817461Z,702070,Noah Cameron,6,,,,, actual 6
188,2026-06-19T15:06:16.188954Z,2026-06-19,822886,San Diego Padres @ Texas Rangers,2026-06-20T00:05:00Z,pitcher_strikeouts,under,6.5,draftkings,-113,0.5711,-133,0.0764,8,1.5,lost,-1.5000,9,7,13,11,2026-06-20T15:03:48.159052Z,594798,Jacob deGrom,9,,,,, actual 9
189,2026-06-19T15:06:16.188954Z,2026-06-19,824345,Pittsburgh Pirates @ Colorado Rockies,2026-06-20T00:40:00Z,moneyline,home,,betmgm,120,0.4650,115,0.0230,6,0.5,won,0.6000,4,3,2,0,2026-06-20T15:03:48.159052Z,,,,,,,,
190,2026-06-19T15:06:16.188954Z,2026-06-19,824663,Toronto Blue Jays @ Chicago Cubs,2026-06-19T18:20:00Z,pitcher_strikeouts,over,5.5,betmgm,-118,0.5812,-139,0.0737,8,1.5,lost,-1.5000,16,2,8,7,2026-06-20T15:03:48.159052Z,592332,Kevin Gausman,3,,,,, actual 3
191,2026-06-20T15:07:36.478856Z,2026-06-20,822885,San Diego Padres @ Texas Rangers,2026-06-20T20:05:00Z,pitcher_strikeouts,under,5.5,draftkings,112,0.5070,-103,0.0749,8,1.5,void,0.0000,4,6,1,0,2026-06-21T15:03:17.303218Z,543135,Nathan Eovaldi,,,,,, player did not appear / not final
192,2026-06-20T15:07:36.478856Z,2026-06-20,823447,New York Mets @ Philadelphia Phillies,2026-06-20T23:15:00Z,pitcher_strikeouts,under,5.5,draftkings,-131,0.6369,-175,0.1230,9,1.5,won,1.1450,15,3,14,1,2026-06-21T15:03:17.303218Z,642547,Freddy Peralta,2,,,,, actual 2
193,2026-06-21T15:08:51.514159Z,2026-06-21,822883,San Diego Padres @ Texas Rangers,2026-06-21T18:35:00Z,pitcher_strikeouts,under,5.5,betmgm,100,0.5690,-132,0.1381,9,1.5,lost,-1.5000,4,3,7,0,2026-06-22T15:04:37.059319Z,543135,Nathan Eovaldi,9,,,,, actual 9
194,2026-06-21T15:08:51.514159Z,2026-06-21,824095,St. Louis Cardinals @ Kansas City Royals,2026-06-21T18:10:00Z,pitcher_strikeouts,over,5.5,draftkings,124,0.5052,-102,0.1316,8,1.5,lost,-1.5000,10,12,19,7,2026-06-22T15:04:37.059319Z,669160,Dustin May,2,,,,, actual 2
195,2026-06-22T15:08:25.260279Z,2026-06-22,823288,Atlanta Braves @ San Diego Padres,2026-06-23T02:10:00Z,pitcher_strikeouts,over,4.5,betmgm,140,0.4722,112,0.1332,9,1.5,lost,-1.5000,1,0,1,0,2026-06-23T15:04:51.448111Z,656550,Grant Holmes,4,,,,, actual 4
196,2026-06-22T15:08:25.260279Z,2026-06-22,824261,New York Yankees @ Detroit Tigers,2026-06-22T22:10:00Z,pitcher_strikeouts,under,4.5,draftkings,124,0.4912,104,0.1003,9,1.5,lost,-1.5000,5,3,6,0,2026-06-23T15:04:51.448111Z,664285,Framber Valdez,8,,,,, actual 8
197,2026-06-23T15:11:33.158949Z,2026-06-23,823210,Athletics @ San Francisco Giants,2026-06-24T01:45:00Z,pitcher_strikeouts,under,6.5,draftkings,-127,0.6210,-164,0.1100,9,1.5,won,1.1811,3,1,3,0,2026-06-24T15:04:31.723706Z,592662,Robbie Ray,6,,,,, actual 6
198,2026-06-23T15:11:33.158949Z,2026-06-23,824017,Baltimore Orioles @ Los Angeles Angels,2026-06-24T01:38:00Z,pitcher_strikeouts,under,5.5,betmgm,-105,0.5701,-133,0.1131,9,1.5,won,1.4286,5,1,5,2,2026-06-24T15:04:31.723706Z,669358,Shane Baz,5,,,,, actual 5
199,2026-06-24T15:09:45.289045Z,2026-06-24,823850,Texas Rangers @ Miami Marlins,2026-06-24T16:10:00Z,pitcher_strikeouts,under,6.5,draftkings,116,0.4907,104,0.0600,7,1.0,lost,-1.0000,4,2,3,0,2026-06-25T15:04:45.029004Z,594798,Jacob deGrom,8,,,,, actual 8
200,2026-07-01T15:06:57.388310Z,2026-07-01,824419,Texas Rangers @ Cleveland Guardians,2026-07-01T17:10:00Z,pitcher_strikeouts,under,6.5,draftkings,-117,0.5812,-139,0.0779,8,1.5,pending,,,,,,,669022,MacKenzie Gore,,,,,,
201,2026-07-01T15:06:57.388310Z,2026-07-01,824660,San Diego Padres @ Chicago Cubs,2026-07-01T18:20:00Z,pitcher_strikeouts,under,3.5,draftkings,124,0.5052,-102,0.1316,9,1.5,pending,,,,,,,607067,Colin Rea,,,,,,
202,2026-07-01T15:06:57.388310Z,2026-07-01,824740,Washington Nationals @ Boston Red Sox,2026-07-01T17:35:00Z,moneyline,away,,betmgm,125,0.4649,115,0.0460,9,1.0,pending,,,,,,,,,,,,,,
203,2026-07-01T15:06:57.388310Z,2026-07-01,824818,Chicago White Sox @ Baltimore Orioles,2026-07-01T16:35:00Z,moneyline,away,,draftkings,119,0.4750,111,0.0402,8,1.0,pending,,,,,,,,,,,,,,
